	神々の力の解放者	ヴァン神族の祭祀場の効率が2倍になる	Liberator of Gods' Power	Vanir's Shrine are 2 times more efficient	神的力量的釋放者	華納神族的祭祀大廳的效率提高了2倍	신들의 힘의 해방자	바니르 신족의 제사장의 효율이 2배 증가	神的力量的释放者	华纳神族的祭祀大厅的效率提高了2倍
	祭祀場の神聖なる護法者	ヴァン神族の祭祀場の効率が5倍になる	Sacred Protector of the Shrine	Vanir's Shrine are 5 times more efficient	祭祀大廳的神聖保護者	華納神族的祭祀大廳的效率提高了5倍	제사장의 신성한 수호자	바니르 신족의 제사장의 효율이 5배 증가	祭祀大厅的神圣保护者	华纳神族的祭祀大厅的效率提高了5倍
	霊魂の狩人	ヴァン神族の祭祀場の効率が2倍になる	Hunter of Souls	Vanir's Shrine are 2 times more efficient	神靈的獵人	華納神族的祭祀大廳的效率提高了2倍	영혼의 사냥꾼	바니르 신족의 제사장의 효율이 2배 증가	神灵的猎人	华纳神族的祭祀大厅的效率提高了2倍
	神々の恩寵の授け手	ヴァン神族の祭祀場の効率が2倍になる	Giver of Divine Grace	Vanir's Shrine are 2 times more efficient	神聖恩典的賜予者	華納神族的祭祀大廳的效率提高了2倍	신들의 은총을 베푸는 자	바니르 신족의 제사장의 효율이 2배 증가	神圣恩典的赐予者	华纳神族的祭祀大厅的效率提高了2倍
	神聖なる輝きの探求者	ヴァン神族の祭祀場の効率が2倍になる	Seeker of the Sacred Radiance	Vanir's Shrine are 2 times more efficient	神聖光芒的尋求者	華納神族的祭祀大廳的效率提高了2倍	신성한 광채의 탐구자	바니르 신족의 제사장의 효율이 2배 증가	神圣光芒的寻求者	华纳神族的祭祀大厅的效率提高了2倍
	神聖なる知識の収集者	ヴァン神族の祭祀場の効率が2倍になる	Gatherer of Sacred Knowledge	Vanir's Shrine are 2 times more efficient	神聖知識的收集者	華納神族的祭祀大廳的效率提高了2倍	신성한 지식의 수집가	바니르 신족의 제사장의 효율이 2배 증가	神圣知识的收集者	华纳神族的祭祀大厅的效率提高了2倍
	霊魂の安息の主	ヴァン神族の祭祀場の効率が3倍になる	Lord of Peace of Soul	Vanir's Shrine are 3 times more efficient	神靈之餘的主宰	華納神族的祭祀大廳的效率提高了3倍	영혼의 안식처를 주관하는 자	바니르 신족의 제사장의 효율이 3배 증가	神灵之余的主宰	华纳神族的祭祀大厅的效率提高了3倍
	神聖なる契約の締結者	ヴァン神族の祭祀場の効率が3倍になる	Contractor of the Sacred Covenant	Vanir's Shrine are 3 times more efficient	神聖盟約的簽署者	華納神族的祭祀大廳的效率提高了3倍	신성한 계약의 체결자	바니르 신족의 제사장의 효율이 3배 증가	神圣盟约的签署者	华纳神族的祭祀大厅的效率提高了3倍
	神々の意志の実現者	ヴァン神族の祭祀場の効率が3倍になる	Fulfiller of Gods' Will	Vanir's Shrine are 3 times more efficient	神聖意志的實現者	華納神族的祭祀大廳的效率提高了3倍	신들의 뜻을 실현하는 자	바니르 신족의 제사장의 효율이 3배 증가	神圣意志的实现者	华纳神族的祭祀大厅的效率提高了3倍
	神聖なる生命の創造者	ヴァン神族の祭祀場の効率が3倍になる	Creator of Divine Life	Vanir's Shrine are 3 times more efficient	神聖生命的創造者	華納神族的祭祀大廳的效率提高了3倍	신성한 생명의 창조자	바니르 신족의 제사장의 효율이 3배 증가	神圣生命的创造者	华纳神族的祭祀大厅的效率提高了3倍
	神聖なる霊魂の輪廻者	ヴァン神族の祭祀場の効率が5倍になる	Reincarnator of Sacred Soul	Vanir's Shrine are 5 times more efficient	聖靈的轉世者	華納神族的祭祀大廳的效率提高了5倍	신성한 영혼의 윤회자	바니르 신족의 제사장의 효율이 5배 증가	圣灵的转世者	华纳神族的祭祀大厅的效率提高了5倍
	樹海の自然を愛する者	神聖なる樹海の効率が2倍になる	The Lover of Nature of Forest	Sacred Forest are 2 times more efficient	樹海自然的愛者	神聖的樹海的效率提高了2倍	수해의 자연을 사랑하는 자	신성한 수해의 효율이 2배 증가	树海自然的爱者	神圣的树海的效率提高了2倍
	樹海の森林浴の案内人	神聖なる樹海の効率が2倍になる	Guide of the Forest Bathing	Sacred Forest are 2 times more efficient	樹海森林浴場的引導者	神聖的樹海的效率提高了2倍	수해의 삼림욕 안내자	신성한 수해의 효율이 2배 증가	树海森林浴场的引导者	神圣的树海的效率提高了2倍
	樹海の生態系の保護者	神聖なる樹海の効率が2倍になる	Guardian of Ecosystem of the Forest	Sacred Forest are 2 times more efficient	樹海生態系統的守護者	神聖的樹海的效率提高了2倍	수해 생태계의 보호자	신성한 수해의 효율이 2배 증가	树海生态系统的守护者	神圣的树海的效率提高了2倍
	樹海の生態系の維持者	神聖なる樹海の効率が2倍になる	Maintainer of Ecosystem of the Forest	Sacred Forest are 2 times more efficient	樹海生態系統的維護者	神聖的樹海的效率提高了2倍	수해 생태계의 유지자	신성한 수해의 효율이 2배 증가	树海生态系统的维护者	神圣的树海的效率提高了2倍
	自然の息吹を感じる者	神聖なる樹海の効率が3倍になる	One who feel the breath of nature	Sacred Forest are 3 times more efficient	感受自然氣息的人	神聖的樹海的效率提高了3倍	자연의 숨결을 느끼는 자	신성한 수해의 효율이 3배 증가	感受自然气息的人	神圣的树海的效率提高了3倍
	神聖なる森の癒し手	神聖なる樹海の効率が2倍になる	Healers of the Sacred Forest	Sacred Forest are 2 times more efficient	神聖森林的治療師	神聖的樹海的效率提高了2倍	신성한 숲의 치유자	신성한 수해의 효율이 2배 증가	神圣森林的治疗师	神圣的树海的效率提高了2倍
	神聖なる樹海の生態学者	神聖なる樹海の効率が5倍になる	Ecologist of the Sacred Forest	Sacred Forest are 5 times more efficient	樹木園的神聖生態學家	神聖的樹海的效率提高了5倍	신성한 수해의 생태학자	신성한 수해의 효율이 5배 증가	树木园的神圣生态学家	神圣的树海的效率提高了5倍
	樹海の神聖なる知識の伝承者	神聖なる樹海の効率が2倍になる	Inheritor of Sacred Forest's Knowledge	Sacred Forest are 2 times more efficient	樹木之海的神聖知識傳播者	神聖的樹海的效率提高了2倍	수해의 신성한 지식의 전승자	신성한 수해의 효율이 2배 증가	树木之海的神圣知识传播者	神圣的树海的效率提高了2倍
	樹海の神聖なる秘儀の学者	神聖なる樹海の効率が10倍になる	Scholar of Sacred Forest's Ritual	Sacred Forest are 10 times more efficient	樹海的神聖奧秘的學者們	神聖的樹海的效率提高了10倍	수해의 신성한 비의를 연구하는 학자	신성한 수해의 효율이 10배 증가	树海的神圣奥秘的学者们	神圣的树海的效率提高了10倍
	樹海の森羅万象を熟知する者	神聖なる樹海の効率が2倍になる	All-knowing of Sacred Forest	Sacred Forest are 2 times more efficient	了解整個樹海森林的人	神聖的樹海的效率提高了2倍	수해의 삼라만상을 꿰뚫는 자	신성한 수해의 효율이 2배 증가	了解整个树海森林的人	神圣的树海的效率提高了2倍
	樹海の生命力を宿す者	神聖なる樹海の効率が2倍になる	Carrier of Sacred Forest's Lifeforce	Sacred Forest are 2 times more efficient	擁有樹海生命力的人	神聖的樹海的效率提高了2倍	수해의 생명력을 지닌 자	신성한 수해의 효율이 2배 증가	拥有树海生命力的人	神圣的树海的效率提高了2倍
	生命の響きを聴く者	神聖なる樹海の効率が2倍になる	One who hears the echoes of life	Sacred Forest are 2 times more efficient	聆聽生命迴聲的人	神聖的樹海的效率提高了2倍	생명의 울림을 듣는 자	신성한 수해의 효율이 2배 증가	聆听生命回声的人	神圣的树海的效率提高了2倍
	生命の輝きを解き放つ者	神聖なる樹海の効率が5倍になる	Liberator of Life's Radiance	Sacred Forest are 5 times more efficient	釋放生命光輝的人	神聖的樹海的效率提高了5倍	생명의 빛을 발산하는 자	신성한 수해의 효율이 5배 증가	释放生命光辉的人	神圣的树海的效率提高了5倍
	自然と共に生きる者	神聖なる樹海の効率が2倍になる	One who lives with nature	Sacred Forest are 2 times more efficient	與自然共存的人	神聖的樹海的效率提高了2倍	자연과 함께 사는 자	신성한 수해의 효율이 2배 증가	与自然共存的人	神圣的树海的效率提高了2倍
	生態系の守護神	神聖なる樹海の効率が2倍になる	Guardian of the Ecosystem	Sacred Forest are 2 times more efficient	生態系統的守護者	神聖的樹海的效率提高了2倍	생태계의 수호신	신성한 수해의 효율이 2배 증가	生态系统的守护者	神圣的树海的效率提高了2倍
	樹海の自然療法士	神聖なる樹海の効率が2倍になる	Healer of Sacred Forest	Sacred Forest are 2 times more efficient	樹木之海的自然療法	神聖的樹海的效率提高了2倍	수해의 자연치료사	신성한 수해의 효율이 2배 증가	树木之海的自然疗法	神圣的树海的效率提高了2倍
	神聖なる魂の発見者	神聖なる樹海の効率が2倍になる	Founder of the Sacred Soul	Sacred Forest are 2 times more efficient	神聖靈魂的發現者	神聖的樹海的效率提高了2倍	신성한 영혼의 발견자	신성한 수해의 효율이 2배 증가	神圣灵魂的发现者	神圣的树海的效率提高了2倍
	樹海の儀式の司祭	神聖なる樹海の効率が5倍になる	Priest of the Sacred Forest's Ritual	Sacred Forest are 5 times more efficient	樹海的儀式祭司	神聖的樹海的效率提高了5倍	수해의 의식의 사제	신성한 수해의 효율이 5배 증가	树海的仪式祭司	神圣的树海的效率提高了5倍
	法の執行者	テュールの神殿の効率が2倍になる	Enforcer of the Law	Tyr's Temple are 2 times more efficient	法律的執行者	提爾神廟的效率提高了2倍	법의 집행자	티르의 신전의 효율이 2배 증가	法律的执行者	提尔神庙的效率提高了2倍
	弱き者の守護者	テュールの神殿の効率が2倍になる	Guardian of the Weak	Tyr's Temple are 2 times more efficient	弱者的守護者	提爾神廟的效率提高了2倍	약자의 수호자	티르의 신전의 효율이 2배 증가	弱者的守护者	提尔神庙的效率提高了2倍
	法律の散歩書	テュールの神殿の効率が2倍になる	Walking Book of Law	Tyr's Temple are 2 times more efficient	法律的行走書	提爾神廟的效率提高了2倍	법의 산책서	티르의 신전의 효율이 2배 증가	法律的行走书	提尔神庙的效率提高了2倍
	正義の裁判官	テュールの神殿の効率が2倍になる	Judge of Justice	Tyr's Temple are 2 times more efficient	正義的法官	提爾神廟的效率提高了2倍	정의의 판사	티르의 신전의 효율이 2배 증가	正义的法官	提尔神庙的效率提高了2倍
	聖なるパラディン	テュールの神殿の効率が3倍になる	Sacred Paladin	Tyr's Temple are 3 times more efficient	聖殿騎士	提爾神廟的效率提高了3倍	성스러운 성기사	티르의 신전의 효율이 3배 증가	圣殿骑士	提尔神庙的效率提高了3倍
	正義の勇者	テュールの神殿の効率が2倍になる	Hero of Justice	Tyr's Temple are 2 times more efficient	勇敢的正義之士	提爾神廟的效率提高了2倍	정의의 용사	티르의 신전의 효율이 2배 증가	勇敢的正义之士	提尔神庙的效率提高了2倍
	無辜の盾	テュールの神殿の効率が2倍になる	Shield of the Innocent	Tyr's Temple are 2 times more efficient	無辜者的盾牌	提爾神廟的效率提高了2倍	무적의 방패	티르의 신전의 효율이 2배 증가	无辜者的盾牌	提尔神庙的效率提高了2倍
	テュールの鉄槌	テュールの神殿の効率が2倍になる	Tyr's Hammer	Tyr's Temple are 2 times more efficient	遒勁的錘子	提爾神廟的效率提高了2倍	튈의 망치	티르의 신전의 효율이 2배 증가	遒劲的锤子	提尔神庙的效率提高了2倍
	真実の守護者	テュールの神殿の効率が2倍になる	Guardian of Truth	Tyr's Temple are 2 times more efficient	真理的守護者	提爾神廟的效率提高了2倍	진실의 수호자	티르의 신전의 효율이 2배 증가	真理的守护者	提尔神庙的效率提高了2倍
	聖なる亀	テュールの神殿の効率が5倍になる	Sacred Turtle	Tyr's Temple are 5 times more efficient	神聖的烏龜	提爾神廟的效率提高了5倍	성스러운 거북이	티르의 신전의 효율이 5배 증가	神圣的乌龟	提尔神庙的效率提高了5倍
	正義の右腕	テュールの神殿の効率が2倍になる	The Right Hand of Justice	Tyr's Temple are 2 times more efficient	正義的右臂	提爾神廟的效率提高了2倍	정의의 오른팔	티르의 신전의 효율이 2배 증가	正义的右臂	提尔神庙的效率提高了2倍
	神聖なる調停者	テュールの神殿の効率が2倍になる	The Sacred Peacemaker	Tyr's Temple are 2 times more efficient	神聖的調解人	提爾神廟的效率提高了2倍	신성한 중재자	티르의 신전의 효율이 2배 증가	神圣的调解人	提尔神庙的效率提高了2倍
	裁判官と陪審員	テュールの神殿の効率が5倍になる	Judge and Jury	Tyr's Temple are 5 times more efficient	法官和陪審團	提爾神廟的效率提高了5倍	판사와 배심원	티르의 신전의 효율이 5배 증가	法官和陪审团	提尔神庙的效率提高了5倍
	英雄の伝説	テュールの神殿の効率が3倍になる	Legends of Heroes	Tyr's Temple are 3 times more efficient	英雄的傳說	提爾神廟的效率提高了3倍	영웅의 전설	티르의 신전의 효율이 3배 증가	英雄的传说	提尔神庙的效率提高了3倍
	逆転勝利	テュールの神殿の効率が3倍になる	Comeback Victory	Tyr's Temple are 3 times more efficient	反轉的勝利	提爾神廟的效率提高了3倍	역전의 승리	티르의 신전의 효율이 3배 증가	反转的胜利	提尔神庙的效率提高了3倍
	鉄壁の守護者	テュールの神殿の効率が3倍になる	Defender of the Iron Wall	Tyr's Temple are 3 times more efficient	鐵血的守護者	提爾神廟的效率提高了3倍	철벽의 수호자	티르의 신전의 효율이 3배 증가	铁血的守护者	提尔神庙的效率提高了3倍
	至高者	テュールの神殿の効率が3倍になる	The Supreme Being	Tyr's Temple are 3 times more efficient	至高無上	提爾神廟的效率提高了3倍	지고의 존재	티르의 신전의 효율이 3배 증가	至高无上	提尔神庙的效率提高了3倍
	不敗神話	テュールの神殿の効率が5倍になる	Myth of the Undefeated	Tyr's Temple are 5 times more efficient	不敗的神話	提爾神廟的效率提高了5倍	불패의 신화	티르의 신전의 효율이 5배 증가	不败的神话	提尔神庙的效率提高了5倍
	緑の妖精の友	エルフ薬草園の効率が2倍になる	Friend of the Green Fairy	Elves' Herb Garden are 2 times more efficient	綠色仙女的朋友	精靈草藥園的效率提高了2倍	녹색 요정의 친구	엘프의 허브정원의 효율이 2배 증가	绿色仙女的朋友	精灵草药园的效率提高了2倍
	薬草の専門家	エルフ薬草園の効率が2倍になる	Herbalist	Elves' Herb Garden are 2 times more efficient	藥草師	精靈草藥園的效率提高了2倍	약초 전문가	엘프의 허브정원의 효율이 2배 증가	药草师	精灵草药园的效率提高了2倍
	薬草の騎士	エルフ薬草園の効率が2倍になる	Knight of Herbs	Elves' Herb Garden are 2 times more efficient	藥材的騎士	精靈草藥園的效率提高了2倍	약초의 기사	엘프의 허브정원의 효율이 2배 증가	药材的骑士	精灵草药园的效率提高了2倍
	植物の味方	エルフ薬草園の効率が2倍になる	Friend of Plants	Elves' Herb Garden are 2 times more efficient	植物的朋友	精靈草藥園的效率提高了2倍	식물의 친구	엘프의 허브정원의 효율이 2배 증가	植物的朋友	精灵草药园的效率提高了2倍
	自然の護り手	エルフ薬草園の効率が2倍になる	Guardian of Nature	Elves' Herb Garden are 2 times more efficient	自然的守護者	精靈草藥園的效率提高了2倍	자연의 수호자	엘프의 허브정원의 효율이 2배 증가	自然的守护者	精灵草药园的效率提高了2倍
	薬草園の主	エルフ薬草園の効率が2倍になる	Master of Herb Garden	Elves' Herb Garden are 2 times more efficient	草藥園的主人	精靈草藥園的效率提高了2倍	허브정원의 주인	엘프의 허브정원의 효율이 2배 증가	草药园的主人	精灵草药园的效率提高了2倍
	植物学の天才	エルフ薬草園の効率が2倍になる	Botanical Genius	Elves' Herb Garden are 2 times more efficient	植物學天才	精靈草藥園的效率提高了2倍	식물학의 천재	엘프의 허브정원의 효율이 2배 증가	植物学天才	精灵草药园的效率提高了2倍
	エルフの薬師	エルフ薬草園の効率が2倍になる	Elven Apothecary	Elves' Herb Garden are 2 times more efficient	精靈藥師	精靈草藥園的效率提高了2倍	엘프 약사	엘프의 허브정원의 효율이 2배 증가	精灵药师	精灵草药园的效率提高了2倍
	草木の聖霊使い	エルフ薬草園の効率が5倍になる	Spirit-user of Plants	Elves' Herb Garden are 5 times more efficient	植物和樹木的靈魂使用者	精靈草藥園的效率提高了5倍	초목의 성령사	엘프의 허브정원의 효율이 5배 증가	植物和树木的灵魂使用者	精灵草药园的效率提高了5倍
	毒を知る者	エルフ薬草園の効率が2倍になる	Poison Researcher	Elves' Herb Garden are 2 times more efficient	毒藥知識者	精靈草藥園的效率提高了2倍	독을 아는 자	엘프의 허브정원의 효율이 2배 증가	毒药知识者	精灵草药园的效率提高了2倍
	緑の大神官	エルフ薬草園の効率が2倍になる	High Priestess of Green	Elves' Herb Garden are 2 times more efficient	綠色的大祭司	精靈草藥園的效率提高了2倍	녹색의 대신관	엘프의 허브정원의 효율이 2배 증가	绿色的大祭司	精灵草药园的效率提高了2倍
	自然の慈愛者	エルフ薬草園の効率が3倍になる	Lover of Nature	Elves' Herb Garden are 3 times more efficient	富有同情心的自然愛好者	精靈草藥園的效率提高了3倍	자연을 사랑하는 자선가	엘프의 허브정원의 효율이 3배 증가	富有同情心的自然爱好者	精灵草药园的效率提高了3倍
	薬草のアルケミスト	エルフ薬草園の効率が2倍になる	Alchemist of Herbs	Elves' Herb Garden are 2 times more efficient	藥用植物的煉金術士	精靈草藥園的效率提高了2倍	약초의 연금술사	엘프의 허브정원의 효율이 2배 증가	药用植物的炼金术士	精灵草药园的效率提高了2倍
	万能薬の開発者	エルフ薬草園の効率が3倍になる	Researcher of Panaceas	Elves' Herb Garden are 3 times more efficient	靈丹妙藥的開發者	精靈草藥園的效率提高了3倍	만병통치약 개발자	엘프의 허브정원의 효율이 3배 증가	灵丹妙药的开发者	精灵草药园的效率提高了3倍
	未知の病に立ち向かう勇敢なる者	エルフ薬草園の効率が3倍になる	The Brave One who confronts unknown diseases	Elves' Herb Garden are 3 times more efficient	勇敢面對未知疾病的人	精靈草藥園的效率提高了3倍	미지의 병에 맞서는 용감한 자	엘프의 허브정원의 효율이 3배 증가	勇敢面对未知疾病的人	精灵草药园的效率提高了3倍
	病気の原因を見抜く力を持つ者	エルフ薬草園の効率が3倍になる	One who can found the cause of disease	Elves' Herb Garden are 3 times more efficient	有能力檢測病因的人	精靈草藥園的效率提高了3倍	병의 원인을 꿰뚫어보는 힘을 가진 자	엘프의 허브정원의 효율이 3배 증가	有能力检测病因的人	精灵草药园的效率提高了3倍
	風邪にも負けない体質の持ち主	エルフ薬草園の効率が3倍になる	One who resist to colds	Elves' Herb Garden are 3 times more efficient	擁有不受感冒影響的體質的人	精靈草藥園的效率提高了3倍	감기에도 끄떡없는 체질의 소유자	엘프의 허브정원의 효율이 3배 증가	拥有不受感冒影响的体质的人	精灵草药园的效率提高了3倍
	毒にも負けない体質の持ち主	エルフ薬草園の効率が5倍になる	One who resist to poisons	Elves' Herb Garden are 5 times more efficient	擁有抗毒體質的人	精靈草藥園的效率提高了5倍	독에도 끄떡없는 체질의 소유자	엘프의 허브정원의 효율이 5배 증가	拥有抗毒体质的人	精灵草药园的效率提高了5倍
	ワープポイントの使い手	異世界のワープゲートの効率が2倍になる	User of Portal	Otherworld's Portal are 2 times more efficient	經點使用者	異世界的傳送門的效率提高了2倍	워프 포인트의 사용자	이세계의 워프 게이트의 효율이 2배 증가	经点使用者	异世界的传送门的效率提高了2倍
	異次元空間の旅人	異世界のワープゲートの効率が2倍になる	Otherworld's Traveler	Otherworld's Portal are 2 times more efficient	在其他維度空間的旅行者	異世界的傳送門的效率提高了2倍	이차원 공간의 여행자	이세계의 워프 게이트의 효율이 2배 증가	在其他维度空间的旅行者	异世界的传送门的效率提高了2倍
	異世界への突破者	異世界のワープゲートの効率が2倍になる	Otherworld's Seeker	Otherworld's Portal are 2 times more efficient	穿越到其他世界的人	異世界的傳送門的效率提高了2倍	이세계로의 돌파자	이세계의 워프 게이트의 효율이 2배 증가	穿越到其他世界的人	异世界的传送门的效率提高了2倍
	遥かなる世界の冒険者	異世界のワープゲートの効率が2倍になる	Otherworld's Adventurer	Otherworld's Portal are 2 times more efficient	遙遠世界的冒險者	異世界的傳送門的效率提高了2倍	머나먼 세계의 모험가	이세계의 워프 게이트의 효율이 2배 증가	遥远世界的冒险者	异世界的传送门的效率提高了2倍
	テレポーター	異世界のワープゲートの効率が2倍になる	Teleporter	Otherworld's Portal are 2 times more efficient	遙感者	異世界的傳送門的效率提高了2倍	텔레포터	이세계의 워프 게이트의 효율이 2배 증가	遥感者	异世界的传送门的效率提高了2倍
	異界のエキスパート	異世界のワープゲートの効率が2倍になる	Expert of Otherworlds	Otherworld's Portal are 2 times more efficient	其他世界的專家	異世界的傳送門的效率提高了2倍	이계의 전문가	이세계의 워프 게이트의 효율이 2배 증가	其他世界的专家	异世界的传送门的效率提高了2倍
	次元の鍵	異世界のワープゲートの効率が2倍になる	Keys of Dimension	Otherworld's Portal are 2 times more efficient	通往維度的鑰匙	異世界的傳送門的效率提高了2倍	차원의 열쇠	이세계의 워프 게이트의 효율이 2배 증가	通往维度的钥匙	异世界的传送门的效率提高了2倍
	平面移動の達人	異世界のワープゲートの効率が2倍になる	Expert of Dimension Shift	Otherworld's Portal are 2 times more efficient	平面旅行的大師	異世界的傳送門的效率提高了2倍	평면 이동의 달인	이세계의 워프 게이트의 효율이 2배 증가	平面旅行的大师	异世界的传送门的效率提高了2倍
	スペース・シフター	異世界のワープゲートの効率が5倍になる	Space Shifter	Otherworld's Portal are 5 times more efficient	空間轉換者	異世界的傳送門的效率提高了5倍	스페이스 시프터	이세계의 워프 게이트의 효율이 5배 증가	空间转换者	异世界的传送门的效率提高了5倍
	異界の鍵を握る者	異世界のワープゲートの効率が2倍になる	Holder of Key to Otherworld	Otherworld's Portal are 2 times more efficient	通往異世界的鑰匙	異世界的傳送門的效率提高了2倍	이계의 열쇠를 가진 자	이세계의 워프 게이트의 효율이 2배 증가	通往异世界的钥匙	异世界的传送门的效率提高了2倍
	ワープゲートの管理人	異世界のワープゲートの効率が2倍になる	Gatekeeper of Portal	Otherworld's Portal are 2 times more efficient	經緯度守門員	異世界的傳送門的效率提高了2倍	워프 게이트의 관리인	이세계의 워프 게이트의 효율이 2배 증가	经纬度守门员	异世界的传送门的效率提高了2倍
	次元の扉番	異世界のワープゲートの効率が2倍になる	Gatekeeper of Dimension	Otherworld's Portal are 2 times more efficient	維度守門人	異世界的傳送門的效率提高了2倍	차원의 문지기	이세계의 워프 게이트의 효율이 2배 증가	维度守门人	异世界的传送门的效率提高了2倍
	運命の分岐点を超える者	異世界のワープゲートの効率が2倍になる	One who changes his fates	Otherworld's Portal are 2 times more efficient	命運之叉的超越者	異世界的傳送門的效率提高了2倍	운명의 분기점을 넘나드는 자	이세계의 워프 게이트의 효율이 2배 증가	命运之叉的超越者	异世界的传送门的效率提高了2倍
	異次元の観測者	異世界のワープゲートの効率が3倍になる	Observers of Other Dimensions	Otherworld's Portal are 3 times more efficient	其他維度的觀察者	異世界的傳送門的效率提高了3倍	이차원의 관찰자	이세계의 워프 게이트의 효율이 3배 증가	其他维度的观察者	异世界的传送门的效率提高了3倍
	平行世界の歩き方マスター	異世界のワープゲートの効率が3倍になる	Master of Parallel Worlds	Otherworld's Portal are 3 times more efficient	平行世界的行走者	異世界的傳送門的效率提高了3倍	평행세계의 길잡이	이세계의 워프 게이트의 효율이 3배 증가	平行世界的行走者	异世界的传送门的效率提高了3倍
	ゲートウォッチャー	異世界のワープゲートの効率が3倍になる	Gate Watchers	Otherworld's Portal are 3 times more efficient	門的觀察者	異世界的傳送門的效率提高了3倍	게이트 감시자	이세계의 워프 게이트의 효율이 3배 증가	门的观察者	异世界的传送门的效率提高了3倍
	時空を超える者	異世界のワープゲートの効率が3倍になる	Transcenders of Time and Space	Otherworld's Portal are 3 times more efficient	時間和空間的超越者	異世界的傳送門的效率提高了3倍	시공간을 넘나드는 자	이세계의 워프 게이트의 효율이 3배 증가	时间和空间的超越者	异世界的传送门的效率提高了3倍
	インターディメンショナル・トラベラー	異世界のワープゲートの効率が5倍になる	Interdimensional Traveler	Otherworld's Portal are 5 times more efficient	跨維度旅行者	異世界的傳送門的效率提高了5倍	차원 간 여행자	이세계의 워프 게이트의 효율이 5배 증가	跨维度旅行者	异世界的传送门的效率提高了5倍
	墓地の主	冥界への扉の効率が2倍になる	Lord of Graveyard	Gate to the Underworld are 2 times more efficient	墓地之主	通往冥界之門的效率提高了2倍	묘지의 주인	지하세계의 문의 효율이 2배 증가	墓地之主	通往冥界之门的效率提高了2倍
	ネクロマンサー	冥界への扉の効率が2倍になる	Necromancer	Gate to the Underworld are 2 times more efficient	亡靈法師	通往冥界之門的效率提高了2倍	네크로맨서	지하세계의 문의 효율이 2배 증가	亡灵法师	通往冥界之门的效率提高了2倍
	亡者の道標	冥界への扉の効率が2倍になる	Beacon of the Dead	Gate to the Underworld are 2 times more efficient	逝者的路標	通往冥界之門的效率提高了2倍	망자의 길잡이	지하세계의 문의 효율이 2배 증가	逝者的路标	通往冥界之门的效率提高了2倍
	幽冥の羽衣使い	冥界への扉の効率が2倍になる	Ghostly Raiment-wearers	Gate to the Underworld are 2 times more efficient	幽靈般的羽毛佩戴者	通往冥界之門的效率提高了2倍	유령의 깃털꾼	지하세계의 문의 효율이 2배 증가	幽灵般的羽毛佩戴者	通往冥界之门的效率提高了2倍
	霊界の番人	冥界への扉の効率が2倍になる	Keeper of the Spirit Realm	Gate to the Underworld are 2 times more efficient	靈魂世界的守護者	通往冥界之門的效率提高了2倍	영계의 수호자	지하세계의 문의 효율이 2배 증가	灵魂世界的守护者	通往冥界之门的效率提高了2倍
	亡霊の代弁者	冥界への扉の効率が2倍になる	Speaker of the Ghost	Gate to the Underworld are 2 times more efficient	離世者的發言人	通往冥界之門的效率提高了2倍	망자의 대변자	지하세계의 문의 효율이 2배 증가	离世者的发言人	通往冥界之门的效率提高了2倍
	冥土の案内人	冥界への扉の効率が2倍になる	Guide of the Underworld	Gate to the Underworld are 2 times more efficient	冥界的嚮導	通往冥界之門的效率提高了2倍	지하세계의 안내자	지하세계의 문의 효율이 2배 증가	冥界的向导	通往冥界之门的效率提高了2倍
	骸を司る者	冥界への扉の効率が2倍になる	Master of Corpse	Gate to the Underworld are 2 times more efficient	殘骸的主人	通往冥界之門的效率提高了2倍	죽음을 다스리는 자	지하세계의 문의 효율이 2배 증가	残骸的主人	通往冥界之门的效率提高了2倍
	オルペウスの後継者	冥界への扉の効率が5倍になる	Successor of Orpheus	Gate to the Underworld are 5 times more efficient	奧菲斯的繼承人	通往冥界之門的效率提高了5倍	오르페우스의 후계자	지하세계의 문의 효율이 5배 증가	奥菲斯的继承人	通往冥界之门的效率提高了5倍
	冥界の大賢者	冥界への扉の効率が2倍になる	Great Sage of the Underworld	Gate to the Underworld are 2 times more efficient	冥界的大賢者	通往冥界之門的效率提高了2倍	지하세계의 대현자	지하세계의 문의 효율이 2배 증가	冥界的大贤者	通往冥界之门的效率提高了2倍
	アンダーワールドの聖職者	冥界への扉の効率が2倍になる	Cleric of the Underworld	Gate to the Underworld are 2 times more efficient	冥界的教士	通往冥界之門的效率提高了2倍	언더월드의 성직자	지하세계의 문의 효율이 2배 증가	冥界的教士	通往冥界之门的效率提高了2倍
	冥府の召使い	冥界への扉の効率が2倍になる	Servant of the Underworld	Gate to the Underworld are 2 times more efficient	冥界的僕人	通往冥界之門的效率提高了2倍	지하세계의 하인	지하세계의 문의 효율이 2배 증가	冥界的仆人	通往冥界之门的效率提高了2倍
	冥界ホテルのVIP	冥界への扉の効率が2倍になる	VIP of the Underworld Hotel	Gate to the Underworld are 2 times more efficient	冥界酒店的貴賓	通往冥界之門的效率提高了2倍	지하세계 호텔의 VIP	지하세계의 문의 효율이 2배 증가	冥界酒店的贵宾	通往冥界之门的效率提高了2倍
	冥王の友人	冥界への扉の効率が3倍になる	Friend of Hades	Gate to the Underworld are 3 times more efficient	冥界的朋友	通往冥界之門的效率提高了3倍	마왕의 친구	지하세계의 문의 효율이 3배 증가	冥界的朋友	通往冥界之门的效率提高了3倍
